country,city,iso3,iso3_cit,eiu_region,year,value,rank
Syria,Damascus,SYR,SYR_DAM,Middle East & North Africa,2015,30.2,140
Australia,Melbourne,AUS,AUS_MEL,Asia & Australasia,2014,97.5,1
Austria,Vienna,AUT,AUT_VIE,Western Europe,2014,97.4,2
Canada,Vancouver,CAN,CAN_VAN,North America,2014,97.3,3
Canada,Toronto,CAN,CAN_TOR,North America,2014,97.2,4
Australia,Adelaide,AUS,AUS_ADE,Asia & Australasia,2014,96.6,5
Canada,Calgary,CAN,CAN_CAL,North America,2014,96.6,5
Australia,Sydney,AUS,AUS_SYD,Asia & Australasia,2014,96.1,7
Australia,Perth,AUS,AUS_PER,Asia & Australasia,2014,95.9,8
New Zealand,Auckland,NZL,NZL_AUC,Asia & Australasia,2014,95.7,9
Switzerland,Zurich,CHE,CHE_ZUR,Western Europe,2014,95.6,10
Finland,Helsinki,FIN,FIN_HEL,Western Europe,2014,95.6,10
Japan,Osaka,JPN,JPN_OSA,Asia & Australasia,2014,95.2,12
Switzerland,Geneva,CHE,CHE_GEN,Western Europe,2014,95.2,12
Sweden,Stockholm,SWE,SWE_STO,Western Europe,2014,95,14
Germany,Hamburg,DEU,DEU_HAM,Western Europe,2014,95,14
Canada,Montreal,CAN,CAN_MON,North America,2014,94.8,16
France,Paris,FRA,FRA_PAR,Western Europe,2014,94.8,16
Japan,Tokyo,JPN,JPN_TOK,Asia & Australasia,2014,94.7,18
Germany,Frankfurt,DEU,DEU_FRA,Western Europe,2014,94.7,18
Australia,Brisbane,AUS,AUS_BRI,Asia & Australasia,2014,94.2,20
Germany,Berlin,DEU,DEU_BER,Western Europe,2014,94,21
Denmark,Copenhagen,DNK,DNK_COP,Western Europe,2014,93.8,22
New Zealand,Wellington,NZL,NZL_WEL,Asia & Australasia,2014,93.6,23
Norway,Oslo,NOR,NOR_OSL,Western Europe,2014,93.4,24
Luxembourg,Luxembourg,LUX,LUX_LUX,Western Europe,2014,93.3,25
United States,Honolulu,USA,USA_HON,North America,2014,92.8,26
Netherlands,Amsterdam,NLD,NLD_AMS,Western Europe,2014,92.8,26
Belgium,Brussels,BEL,BEL_BRU,Western Europe,2014,92.7,28
Germany,Munich,DEU,DEU_MUN,Western Europe,2014,92.6,29
Germany,Dusseldorf,DEU,DEU_DUS,Western Europe,2014,91.4,30
France,Lyon,FRA,FRA_LYO,Western Europe,2014,91.3,31
Spain,Barcelona,ESP,ESP_BAR,Western Europe,2014,91.2,32
United States,Washington DC,USA,USA_WAS,North America,2014,91.2,32
United States,Atlanta,USA,USA_ATL,North America,2014,91.1,34
United States,Chicago,USA,USA_CHI,North America,2014,91.1,34
United States,Miami,USA,USA_MIA,North America,2014,91.1,34
United States,Boston,USA,USA_BOS,North America,2014,90.5,37
United States,Pittsburgh,USA,USA_PIT,North America,2014,90.3,38
United States,Seattle,USA,USA_SEA,North America,2014,90,39
United States,Los Angeles,USA,USA_LOS,North America,2014,89.8,40
Spain,Madrid,ESP,ESP_MAD,Western Europe,2014,89.7,41
United States,Minneapolis,USA,USA_MIN,North America,2014,89.6,42
United States,Cleveland,USA,USA_CLE,North America,2014,89.6,42
United States,Houston,USA,USA_HOU,North America,2014,89.5,44
Italy,Milan,ITA,ITA_MIL,Western Europe,2014,89.5,44
Ireland,Dublin,IRL,IRL_DUB,Western Europe,2014,89.5,44
Italy,Rome,ITA,ITA_ROM,Western Europe,2014,89,47
Hungary,Budapest,HUN,HUN_BUD,Eastern Europe,2014,88.9,48
Hong Kong,Hong Kong,HKG,CHN_HON,Asia & Australasia,2014,88.8,49
Britain,Manchester,GBR,GBR_MAN,Western Europe,2014,88.8,49
Singapore,Singapore,SGP,SGP_SIN,Asia & Australasia,2014,88.7,51
United States,San Francisco,USA,USA_SAN,North America,2014,88.7,51
Iceland,Reykjavik,ISL,ISL_REY,Western Europe,2014,88,53
Britain,London,GBR,GBR_LON,Western Europe,2014,87.2,54
United States,Detroit,USA,USA_DET,North America,2014,87,55
United States,New York,USA,USA_NEW,North America,2014,86.6,56
Portugal,Lisbon,PRT,PRT_LIS,Western Europe,2014,86.5,57
South Korea,Seoul,KOR,KOR_SEO,Asia & Australasia,2014,85.9,58
Czech Republic,Prague,CZE,CZE_PRA,Eastern Europe,2014,84.7,59
United States,Lexington,USA,USA_LEX,North America,2014,84.6,60
Taiwan,Taipei,TWN,TWN_TAI,Asia & Australasia,2014,83.9,61
Argentina,Buenos Aires,ARG,ARG_BUE,Latin America & the Caribbean,2014,82.4,62
Slovakia,Bratislava,SVK,SVK_BRA,Eastern Europe,2014,81.5,63
Chile,Santiago,CHL,CHL_SAN,Latin America & the Caribbean,2014,80.7,64
New Caledonia,Noum̩a,NCL,NCL_NOU,Asia & Australasia,2014,78.9,65
Puerto Rico,San Juan,PRI,PRI_SAN,Latin America & the Caribbean,2014,78.7,66
Poland,Warsaw,POL,POL_WAR,Eastern Europe,2014,78.2,67
Uruguay,Montevideo,URY,URY_MON,Latin America & the Caribbean,2014,77.9,68
Greece,Athens,GRC,GRC_ATH,Western Europe,2014,77.5,69
China,Beijing,CHN,CHN_BEI,Asia & Australasia,2014,76.2,70
China,Suzhou,CHN,CHN_SUZ,Asia & Australasia,2014,75.5,71
Malaysia,Kuala Lumpur,MYS,MYS_KUA,Asia & Australasia,2014,75.2,72
Costa Rica,San José,CRI,CRI_SAN,Latin America & the Caribbean,2014,75.2,72
China,Tianjin,CHN,CHN_TIA,Asia & Australasia,2014,74.7,74
United Arab Emirates,Dubai,ARE,ARE_DUB,Middle East & North Africa,2014,74.7,74
Russia,Moscow,RUS,RUS_MOS,Eastern Europe,2014,74.6,76
Israel,Tel Aviv,ISR,ISR_TEL,Middle East & North Africa,2014,74.4,77
Russia,St Petersburg,RUS,RUS_ST,Eastern Europe,2014,73.9,78
United Arab Emirates,Abu Dhabi,ARE,ARE_ABU,Middle East & North Africa,2014,73.1,79
Peru,Lima,PER,PER_LIM,Latin America & the Caribbean,2014,72.9,80
China,Shanghai,CHN,CHN_SHA,Asia & Australasia,2014,72.2,81
Kuwait,Kuwait City,KWT,KWT_KUW,Middle East & North Africa,2014,72.1,82
Romania,Bucharest,ROU,ROU_BUC,Eastern Europe,2014,71.8,83
China,Shenzhen,CHN,CHN_SHE,Asia & Australasia,2014,71.5,84
Bahrain,Bahrain,BHR,BHR_BAH,Middle East & North Africa,2014,71.5,84
China,Dalian,CHN,CHN_DAL,Asia & Australasia,2014,70.9,86
Qatar,Doha,QAT,QAT_DOH,Middle East & North Africa,2014,70.9,86
Bulgaria,Sofia,BGR,BGR_SOF,Eastern Europe,2014,70.5,88
Oman,Muscat,OMN,OMN_MUS,Middle East & North Africa,2014,69.7,89
China,Guangzhou,CHN,CHN_GUA,Asia & Australasia,2014,69.4,90
South Africa,Johannesburg,ZAF,ZAF_JOH,Sub-Saharan Africa,2014,69.1,91
Brazil,Rio de Janeiro,BRA,BRA_RIO,Latin America & the Caribbean,2014,69.1,91
Brazil,São Paulo,BRA,BRA_SAO,Latin America & the Caribbean,2014,69.1,91
Paraguay,Asunción,PRY,PRY_ASU,Latin America & the Caribbean,2014,68.8,94
South Africa,Pretoria,ZAF,ZAF_PRE,Sub-Saharan Africa,2014,68,95
Serbia,Belgrade,SRB,SRB_BEL,Eastern Europe,2014,67.8,96
Panama,Panama City,PAN,PAN_PAN,Latin America & the Caribbean,2014,67.8,96
China,Qingdao,CHN,CHN_QIN,Asia & Australasia,2014,66.1,98
Jordan,Amman,JOR,JOR_AMM,Middle East & North Africa,2014,65.4,99
Kazakhstan,Almaty,KAZ,KAZ_ALM,Eastern Europe,2014,65.3,100
Brunei,Bandar Seri Begawan,BRN,BRN_BAN,Asia & Australasia,2014,64.4,101
Thailand,Bangkok,THA,THA_BAN,Asia & Australasia,2014,63.8,102
Tunisia,Tunis,TUN,TUN_TUN,Middle East & North Africa,2014,62.6,103
Azerbaijan,Baku,AZE,AZE_BAK,Eastern Europe,2014,62.3,104
Mexico,Mexico City,MEX,MEX_MEX,Latin America & the Caribbean,2014,62,105
Philippines,Manila,PHL,PHL_MAN,Asia & Australasia,2014,62,105
Ecuador,Quito,ECU,ECU_QUI,Latin America & the Caribbean,2014,61.1,107
Saudi Arabia,Riyadh,SAU,SAU_RIY,Middle East & North Africa,2014,60.3,108
Colombia,Bogotá,COL,COL_BOG,Latin America & the Caribbean,2014,59.6,109
India,New Delhi,IND,IND_NEW,Asia & Australasia,2014,58.9,110
Morocco,Casablanca,MAR,MAR_CAS,Middle East & North Africa,2014,58.6,111
Saudi Arabia,Jeddah,SAU,SAU_JED,Middle East & North Africa,2014,58.5,112
Guatemala,Guatemala City,GTM,GTM_GUA,Latin America & the Caribbean,2014,58.2,113
Turkey,Istanbul,TUR,TUR_IST,Western Europe,2014,57.8,114
India,Mumbai,IND,IND_MUM,Asia & Australasia,2014,56.9,115
Uzbekistan,Tashkent,UZB,UZB_TAS,Eastern Europe,2014,55.1,116
Indonesia,Jakarta,IDN,IDN_JAK,Asia & Australasia,2014,54.6,117
Vietnam,Hanoi,VNM,VNM_HAN,Asia & Australasia,2014,54.2,118
Saudi Arabia,Al Khobar,SAU,SAU_AL,Middle East & North Africa,2014,54.2,118
Egypt,Cairo,EGY,EGY_CAI,Middle East & North Africa,2014,53.6,120
Vietnam,Ho Chi Minh City,VNM,VNM_HO,Asia & Australasia,2014,52.7,121
Kenya,Nairobi,KEN,KEN_NAI,Sub-Saharan Africa,2014,51.9,122
Cambodia,Phnom Penh,KHM,KHM_PHN,Asia & Australasia,2014,51.4,123
Venezuela,Caracas,VEN,VEN_CAR,Latin America & the Caribbean,2014,51.3,124
Zambia,Lusaka,ZMB,ZMB_LUS,Sub-Saharan Africa,2014,51,125
Nepal,Kathmandu,NPL,NPL_KAT,Asia & Australasia,2014,51,125
Sri Lanka,Colombo,LKA,LKA_COL,Asia & Australasia,2014,49.6,127
Ukraine,Kiev,UKR,UKR_KIE,Eastern Europe,2014,48.7,128
Iran,Tehran,IRN,IRN_TEH,Middle East & North Africa,2014,48.4,129
Senegal,Dakar,SEN,SEN_DAK,Sub-Saharan Africa,2014,48.3,130
Cote d'Ivoire,Abidjan,CIV,CIV_ABI,Sub-Saharan Africa,2014,45.9,131
Libya,Tripoli,LBY,LBY_TRI,Middle East & North Africa,2014,44.2,132
Cameroon,Douala,CMR,CMR_DOU,Sub-Saharan Africa,2014,44,133
Zimbabwe,Harare,ZWE,ZWE_HAR,Sub-Saharan Africa,2014,42.6,134
Pakistan,Karachi,PAK,PAK_KAR,Asia & Australasia,2014,40.9,135
Algeria,Algiers,DZA,DZA_ALG,Middle East & North Africa,2014,40.9,135
Nigeria,Lagos,NGA,NGA_LAG,Sub-Saharan Africa,2014,39.7,137
PNG,Port Moresby,PNG,PNG_POR,Asia & Australasia,2014,38.9,138
Bangladesh,Dhaka,BGD,BGD_DHA,Asia & Australasia,2014,38.7,139
Syria,Damascus,SYR,SYR_DAM,Middle East & North Africa,2014,29.3,140
Australia,Melbourne,AUS,AUS_MEL,Asia & Australasia,2013,97.5,1
Austria,Vienna,AUT,AUT_VIE,Western Europe,2013,97.4,2
Canada,Vancouver,CAN,CAN_VAN,North America,2013,97.3,3
Canada,Toronto,CAN,CAN_TOR,North America,2013,97.2,4
Australia,Adelaide,AUS,AUS_ADE,Asia & Australasia,2013,96.6,5
Canada,Calgary,CAN,CAN_CAL,North America,2013,96.6,5
Australia,Sydney,AUS,AUS_SYD,Asia & Australasia,2013,96.1,7
Finland,Helsinki,FIN,FIN_HEL,Western Europe,2013,96,8
Australia,Perth,AUS,AUS_PER,Asia & Australasia,2013,95.9,9
New Zealand,Auckland,NZL,NZL_AUC,Asia & Australasia,2013,95.7,10
Switzerland,Zurich,CHE,CHE_ZUR,Western Europe,2013,95.6,11
Japan,Osaka,JPN,JPN_OSA,Asia & Australasia,2013,95.2,12
Switzerland,Geneva,CHE,CHE_GEN,Western Europe,2013,95.2,12
Sweden,Stockholm,SWE,SWE_STO,Western Europe,2013,95,14
Germany,Hamburg,DEU,DEU_HAM,Western Europe,2013,95,14
Canada,Montreal,CAN,CAN_MON,North America,2013,94.8,16
France,Paris,FRA,FRA_PAR,Western Europe,2013,94.8,16
Japan,Tokyo,JPN,JPN_TOK,Asia & Australasia,2013,94.7,18
Germany,Frankfurt,DEU,DEU_FRA,Western Europe,2013,94.7,18
Australia,Brisbane,AUS,AUS_BRI,Asia & Australasia,2013,94.2,20
Germany,Berlin,DEU,DEU_BER,Western Europe,2013,94,21
New Zealand,Wellington,NZL,NZL_WEL,Asia & Australasia,2013,93.8,22
Denmark,Copenhagen,DNK,DNK_COP,Western Europe,2013,93.8,22
Norway,Oslo,NOR,NOR_OSL,Western Europe,2013,93.4,24
Luxembourg,Luxembourg,LUX,LUX_LUX,Western Europe,2013,93.3,25
United States,Honolulu,USA,USA_HON,North America,2013,92.8,26
Netherlands,Amsterdam,NLD,NLD_AMS,Western Europe,2013,92.8,26
Belgium,Brussels,BEL,BEL_BRU,Western Europe,2013,92.7,28
Germany,Munich,DEU,DEU_MUN,Western Europe,2013,92.6,29
United States,Pittsburgh,USA,USA_PIT,North America,2013,92.3,30
Hong Kong,Hong Kong,HKG,CHN_HON,Asia & Australasia,2013,92,31
Germany,Dusseldorf,DEU,DEU_DUS,Western Europe,2013,91.4,32
France,Lyon,FRA,FRA_LYO,Western Europe,2013,91.3,33
Spain,Barcelona,ESP,ESP_BAR,Western Europe,2013,91.2,34
United States,Washington DC,USA,USA_WAS,North America,2013,91.2,34
United States,Atlanta,USA,USA_ATL,North America,2013,91.1,36
United States,Chicago,USA,USA_CHI,North America,2013,91.1,36
United States,Miami,USA,USA_MIA,North America,2013,91.1,36
United States,Detroit,USA,USA_DET,North America,2013,90.7,39
United States,Boston,USA,USA_BOS,North America,2013,90.5,40
United States,Seattle,USA,USA_SEA,North America,2013,90,41
United States,Minneapolis,USA,USA_MIN,North America,2013,89.8,42
United States,Los Angeles,USA,USA_LOS,North America,2013,89.8,42
Spain,Madrid,ESP,ESP_MAD,Western Europe,2013,89.7,44
United States,Cleveland,USA,USA_CLE,North America,2013,89.6,45
United States,Houston,USA,USA_HOU,North America,2013,89.5,46
Italy,Milan,ITA,ITA_MIL,Western Europe,2013,89.5,46
Ireland,Dublin,IRL,IRL_DUB,Western Europe,2013,89.5,46
Italy,Rome,ITA,ITA_ROM,Western Europe,2013,89,49
Hungary,Budapest,HUN,HUN_BUD,Eastern Europe,2013,88.9,50
Britain,Manchester,GBR,GBR_MAN,Western Europe,2013,88.8,51
Singapore,Singapore,SGP,SGP_SIN,Asia & Australasia,2013,88.7,52
United States,San Francisco,USA,USA_SAN,North America,2013,88.7,52
Iceland,Reykjavik,ISL,ISL_REY,Western Europe,2013,88,54
Britain,London,GBR,GBR_LON,Western Europe,2013,87.2,55
United States,New York,USA,USA_NEW,North America,2013,86.6,56
Portugal,Lisbon,PRT,PRT_LIS,Western Europe,2013,86.5,57
South Korea,Seoul,KOR,KOR_SEO,Asia & Australasia,2013,85.9,58
United States,Lexington,USA,USA_LEX,North America,2013,85.4,59
Czech Republic,Prague,CZE,CZE_PRA,Eastern Europe,2013,84.7,60
Taiwan,Taipei,TWN,TWN_TAI,Asia & Australasia,2013,83.9,61
Argentina,Buenos Aires,ARG,ARG_BUE,Latin America & the Caribbean,2013,83.6,62
Slovakia,Bratislava,SVK,SVK_BRA,Eastern Europe,2013,81.5,63
Chile,Santiago,CHL,CHL_SAN,Latin America & the Caribbean,2013,80.7,64
New Caledonia,Noum̩a,NCL,NCL_NOU,Asia & Australasia,2013,78.9,65
Puerto Rico,San Juan,PRI,PRI_SAN,Latin America & the Caribbean,2013,78.7,66
Greece,Athens,GRC,GRC_ATH,Western Europe,2013,78.5,67
Poland,Warsaw,POL,POL_WAR,Eastern Europe,2013,78.2,68
Uruguay,Montevideo,URY,URY_MON,Latin America & the Caribbean,2013,77.9,69
Russia,St Petersburg,RUS,RUS_ST,Eastern Europe,2013,76.4,70
Russia,Moscow,RUS,RUS_MOS,Eastern Europe,2013,76.3,71
Malaysia,Kuala Lumpur,MYS,MYS_KUA,Asia & Australasia,2013,75.2,72
Costa Rica,San José,CRI,CRI_SAN,Latin America & the Caribbean,2013,75.2,72
China,Beijing,CHN,CHN_BEI,Asia & Australasia,2013,74.9,74
China,Tianjin,CHN,CHN_TIA,Asia & Australasia,2013,74.7,75
Israel,Tel Aviv,ISR,ISR_TEL,Middle East & North Africa,2013,74.4,76
China,Suzhou,CHN,CHN_SUZ,Asia & Australasia,2013,74.3,77
United Arab Emirates,Dubai,ARE,ARE_DUB,Middle East & North Africa,2013,74.2,78
United Arab Emirates,Abu Dhabi,ARE,ARE_ABU,Middle East & North Africa,2013,73.1,79
Peru,Lima,PER,PER_LIM,Latin America & the Caribbean,2013,72.9,80
Kuwait,Kuwait City,KWT,KWT_KUW,Middle East & North Africa,2013,72.1,81
Romania,Bucharest,ROU,ROU_BUC,Eastern Europe,2013,71.8,82
China,Shanghai,CHN,CHN_SHA,Asia & Australasia,2013,71.7,83
China,Shenzhen,CHN,CHN_SHE,Asia & Australasia,2013,71.5,84
Bahrain,Bahrain,BHR,BHR_BAH,Middle East & North Africa,2013,71.5,84
Qatar,Doha,QAT,QAT_DOH,Middle East & North Africa,2013,70.9,86
Bulgaria,Sofia,BGR,BGR_SOF,Eastern Europe,2013,70.5,87
China,Dalian,CHN,CHN_DAL,Asia & Australasia,2013,69.7,88
Oman,Muscat,OMN,OMN_MUS,Middle East & North Africa,2013,69.7,88
China,Guangzhou,CHN,CHN_GUA,Asia & Australasia,2013,69.4,90
South Africa,Johannesburg,ZAF,ZAF_JOH,Sub-Saharan Africa,2013,69.1,91
Brazil,Rio de Janeiro,BRA,BRA_RIO,Latin America & the Caribbean,2013,69.1,91
Brazil,São Paulo,BRA,BRA_SAO,Latin America & the Caribbean,2013,69.1,91
Paraguay,Asunción,PRY,PRY_ASU,Latin America & the Caribbean,2013,68.8,94
Serbia,Belgrade,SRB,SRB_BEL,Eastern Europe,2013,68.1,95
South Africa,Pretoria,ZAF,ZAF_PRE,Sub-Saharan Africa,2013,68,96
Ukraine,Kiev,UKR,UKR_KIE,Eastern Europe,2013,67.9,97
Panama,Panama City,PAN,PAN_PAN,Latin America & the Caribbean,2013,67.8,98
Kazakhstan,Almaty,KAZ,KAZ_ALM,Eastern Europe,2013,66.7,99
China,Qingdao,CHN,CHN_QIN,Asia & Australasia,2013,66.1,100
Jordan,Amman,JOR,JOR_AMM,Middle East & North Africa,2013,65.4,101
Thailand,Bangkok,THA,THA_BAN,Asia & Australasia,2013,65,102
Brunei,Bandar Seri Begawan,BRN,BRN_BAN,Asia & Australasia,2013,64.4,103
Tunisia,Tunis,TUN,TUN_TUN,Middle East & North Africa,2013,62.6,104
Azerbaijan,Baku,AZE,AZE_BAK,Eastern Europe,2013,62.3,105
Mexico,Mexico City,MEX,MEX_MEX,Latin America & the Caribbean,2013,62,106
Philippines,Manila,PHL,PHL_MAN,Asia & Australasia,2013,62,106
Ecuador,Quito,ECU,ECU_QUI,Latin America & the Caribbean,2013,61.1,108
Saudi Arabia,Riyadh,SAU,SAU_RIY,Middle East & North Africa,2013,60.3,109
Turkey,Istanbul,TUR,TUR_IST,Western Europe,2013,60.3,109
Colombia,Bogotá,COL,COL_BOG,Latin America & the Caribbean,2013,59.6,111
Morocco,Casablanca,MAR,MAR_CAS,Middle East & North Africa,2013,58.6,112
India,New Delhi,IND,IND_NEW,Asia & Australasia,2013,58.6,112
Saudi Arabia,Jeddah,SAU,SAU_JED,Middle East & North Africa,2013,58.5,114
Guatemala,Guatemala City,GTM,GTM_GUA,Latin America & the Caribbean,2013,58.2,115
India,Mumbai,IND,IND_MUM,Asia & Australasia,2013,56.9,116
Venezuela,Caracas,VEN,VEN_CAR,Latin America & the Caribbean,2013,56.4,117
Uzbekistan,Tashkent,UZB,UZB_TAS,Eastern Europe,2013,55.1,118
Indonesia,Jakarta,IDN,IDN_JAK,Asia & Australasia,2013,54.6,119
Vietnam,Hanoi,VNM,VNM_HAN,Asia & Australasia,2013,54.2,120
Saudi Arabia,Al Khobar,SAU,SAU_AL,Middle East & North Africa,2013,54.2,120
Egypt,Cairo,EGY,EGY_CAI,Middle East & North Africa,2013,53.6,122
Vietnam,Ho Chi Minh City,VNM,VNM_HO,Asia & Australasia,2013,52.7,123
Kenya,Nairobi,KEN,KEN_NAI,Sub-Saharan Africa,2013,51.9,124
Zambia,Lusaka,ZMB,ZMB_LUS,Sub-Saharan Africa,2013,51.7,125
Cambodia,Phnom Penh,KHM,KHM_PHN,Asia & Australasia,2013,51.4,126
Nepal,Kathmandu,NPL,NPL_KAT,Asia & Australasia,2013,51,127
Sri Lanka,Colombo,LKA,LKA_COL,Asia & Australasia,2013,49.6,128
Senegal,Dakar,SEN,SEN_DAK,Sub-Saharan Africa,2013,48.3,129
Cote d'Ivoire,Abidjan,CIV,CIV_ABI,Sub-Saharan Africa,2013,45.9,130
Iran,Tehran,IRN,IRN_TEH,Middle East & North Africa,2013,45.8,131
Libya,Tripoli,LBY,LBY_TRI,Middle East & North Africa,2013,44.2,132
Cameroon,Douala,CMR,CMR_DOU,Sub-Saharan Africa,2013,43.3,133
Zimbabwe,Harare,ZWE,ZWE_HAR,Sub-Saharan Africa,2013,42.1,134
Pakistan,Karachi,PAK,PAK_KAR,Asia & Australasia,2013,40.9,135
Algeria,Algiers,DZA,DZA_ALG,Middle East & North Africa,2013,40.9,135
PNG,Port Moresby,PNG,PNG_POR,Asia & Australasia,2013,38.9,137
Nigeria,Lagos,NGA,NGA_LAG,Sub-Saharan Africa,2013,38.9,137
Bangladesh,Dhaka,BGD,BGD_DHA,Asia & Australasia,2013,38.7,139
Syria,Damascus,SYR,SYR_DAM,Middle East & North Africa,2013,30.5,140